,Date,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Match Result,Points
15,2010-12-01,CHI,ORL,1,31:56,5,13,.385,2,4,.500,3,6,.500,0,0,0,4,0,1,3,3,15,6.0,-24,L ,-29
16,2010-12-03,CHI,BOS,1,36:19,7,17,.412,1,5,.200,5,5,1.000,0,3,3,8,0,0,4,2,20,12.6,-29,L ,-12
17,2010-12-04,CHI,HOU,1,44:02,13,28,.464,4,6,.667,0,0,,2,5,7,11,5,1,4,4,30,26.3,-4,W ,+3
18,2010-12-06,CHI,OKC,1,38:13,3,13,.231,1,2,.500,4,4,1.000,1,3,4,9,2,1,5,2,11,7.9,+13,W ,+9
19,2010-12-08,CHI,CLE,1,37:43,11,22,.500,3,6,.500,4,6,.667,1,3,4,8,0,0,3,0,29,21.4,+3,W ,+5
21,2010-12-10,CHI,LAL,1,39:26,12,25,.480,3,5,.600,2,4,.500,2,3,5,9,0,0,4,2,29,19.3,+8,W ,+4
22,2010-12-11,CHI,MIN,1,29:31,8,10,.800,5,6,.833,0,0,,1,2,3,7,0,1,3,1,21,20.7,+19,W ,+31
23,2010-12-13,CHI,IND,1,38:45,6,18,.333,3,6,.500,2,3,.667,1,5,6,12,1,0,3,3,17,13.8,+25,W ,+19
24,2010-12-15,CHI,TOR,1,29:37,3,9,.333,0,2,.000,0,0,,2,1,3,11,2,0,5,0,6,7.3,+22,W ,+17
25,2010-12-18,CHI,LAC,1,41:09,12,24,.500,3,6,.500,7,9,.778,2,4,6,8,0,2,4,1,34,26.4,+8,L ,-1
26,2010-12-21,CHI,PHI,1,29:10,7,13,.538,2,4,.500,6,6,1.000,0,5,5,12,1,0,0,1,22,26.2,+41,W ,+45
27,2010-12-22,CHI,WAS,1,38:10,9,21,.429,0,6,.000,7,10,.700,1,4,5,5,1,3,4,4,25,15.6,+1,W ,+7
28,2010-12-25,CHI,NYK,1,41:21,12,28,.429,0,2,.000,1,3,.333,2,5,7,8,6,0,7,2,25,16.1,-3,L ,-8
29,2010-12-26,CHI,DET,1,41:14,9,23,.391,0,3,.000,5,6,.833,1,11,12,8,2,0,6,2,23,14.9,+9,W ,+3
30,2010-12-28,CHI,MIL,1,39:50,7,17,.412,3,4,.750,1,1,1.000,1,5,6,12,1,0,2,1,18,18.1,+13,W ,+13
31,2010-12-31,CHI,NJN,1,39:28,5,16,.313,2,6,.333,7,7,1.000,1,3,4,9,0,0,1,0,19,16.7,+4,W ,+9
32,2011-01-01,CHI,CLE,1,37:08,9,21,.429,2,6,.333,8,10,.800,0,1,1,11,0,1,3,1,28,21.4,+16,W ,+9
33,2011-01-04,CHI,TOR,1,29:44,7,11,.636,2,3,.667,3,3,1.000,0,1,1,6,0,0,1,1,19,17.2,+4,W ,+20
34,2011-01-05,CHI,NJN,1,32:50,7,13,.538,2,5,.400,5,7,.714,0,1,1,1,0,0,5,2,21,9.1,-14,L ,-2
35,2011-01-07,CHI,PHI,1,35:26,8,21,.381,1,6,.167,10,10,1.000,1,3,4,9,3,0,4,1,27,22.0,-10,L ,-6
36,2011-01-08,CHI,BOS,1,38:58,10,19,.526,1,3,.333,15,19,.789,1,4,5,2,0,0,4,0,36,24.4,+9,W ,+11
37,2011-01-10,CHI,DET,1,43:21,10,20,.500,0,3,.000,9,9,1.000,2,3,5,7,2,1,3,0,29,25.9,+15,W ,+13
38,2011-01-12,CHI,CHA,1,35:47,5,17,.294,0,1,.000,7,7,1.000,0,2,2,7,1,1,4,1,17,9.9,-8,L ,-5
39,2011-01-14,CHI,IND,1,36:21,11,21,.524,3,6,.500,4,5,.800,1,9,10,5,0,2,3,1,29,23.2,+14,W ,+13
40,2011-01-15,CHI,MIA,1,42:43,12,27,.444,2,6,.333,8,8,1.000,1,3,4,8,0,3,2,1,34,26.8,-1,W ,+3
42,2011-01-17,CHI,MEM,1,39:45,7,20,.350,1,3,.333,7,9,.778,2,8,10,12,1,1,1,2,22,22.1,+13,W ,+12
43,2011-01-18,CHI,CHA,1,38:29,14,28,.500,2,4,.500,3,4,.750,2,3,5,4,0,1,3,3,33,20.2,-3,L ,-1
44,2011-01-20,CHI,DAL,1,43:30,9,28,.321,2,5,.400,6,6,1.000,3,4,7,9,0,2,4,1,26,16.6,+2,W ,+5
45,2011-01-22,CHI,CLE,1,38:37,8,20,.400,1,3,.333,7,9,.778,0,2,2,8,4,3,5,2,24,18.9,+9,W ,+13
46,2011-01-24,CHI,MIL,1,36:35,5,16,.313,1,3,.333,10,10,1.000,1,1,2,10,1,1,3,0,21,18.5,0,W ,+9
47,2011-01-28,CHI,ORL,1,37:41,6,21,.286,2,6,.333,8,8,1.000,2,4,6,12,0,0,2,2,22,17.9,+11,W ,+9
48,2011-01-29,CHI,IND,1,34:36,8,17,.471,1,4,.250,3,3,1.000,1,2,3,7,1,0,2,0,20,16.5,+11,W ,+21
49,2011-02-02,CHI,LAC,1,37:31,11,18,.611,4,8,.500,6,8,.750,0,3,3,11,1,1,2,1,32,30.9,+11,W ,+18
50,2011-02-05,CHI,GSW,1,40:23,6,15,.400,0,5,.000,2,2,1.000,1,2,3,10,1,0,9,3,14,5.0,-5,L ,-11
51,2011-02-07,CHI,POR,1,38:26,14,27,.519,1,6,.167,7,8,.875,0,1,1,6,0,0,4,2,36,22.0,-11,L ,-6
52,2011-02-09,CHI,UTA,1,38:53,11,26,.423,2,5,.400,5,5,1.000,2,1,3,7,1,0,1,2,29,21.0,+1,W ,+5
53,2011-02-12,CHI,NOH,1,35:34,7,15,.467,1,2,.500,8,8,1.000,0,4,4,6,1,0,4,2,23,16.9,+8,W ,+9
54,2011-02-15,CHI,CHA,1,37:51,5,14,.357,0,3,.000,8,9,.889,0,3,3,13,1,0,6,3,18,13.6,+15,W ,+12
55,2011-02-17,CHI,SAS,1,38:30,18,28,.643,0,4,.000,6,6,1.000,2,3,5,8,0,1,1,2,42,36.4,+15,W ,+10
56,2011-02-23,CHI,TOR,1,38:29,8,22,.364,2,6,.333,14,16,.875,0,1,1,10,1,0,3,1,32,23.9,-2,L ,-5
57,2011-02-24,CHI,MIA,1,37:22,9,24,.375,1,5,.200,7,8,.875,0,5,5,6,0,0,4,2,26,13.3,-2,W ,+4
58,2011-02-26,CHI,MIL,1,34:39,7,19,.368,1,4,.250,2,2,1.000,1,3,4,4,2,0,3,0,17,9.9,+6,W ,+8
59,2011-02-28,CHI,WAS,1,32:19,7,17,.412,2,8,.250,5,6,.833,1,4,5,9,3,1,4,0,21,19.4,+26,W ,+28
60,2011-03-02,CHI,ATL,1,37:27,5,21,.238,0,6,.000,2,3,.667,2,3,5,12,1,0,6,1,12,4.2,-5,L ,-3
61,2011-03-04,CHI,ORL,1,35:31,9,20,.450,0,5,.000,6,8,.750,0,4,4,4,2,0,5,0,24,13.8,-3,W ,+8
63,2011-03-06,CHI,MIA,1,38:21,12,23,.522,0,3,.000,3,3,1.000,0,1,1,5,1,0,3,2,27,16.7,0,W ,+1
64,2011-03-07,CHI,NOH,1,40:49,8,21,.381,2,6,.333,6,7,.857,2,2,4,9,1,2,3,2,24,19.0,+9,W ,+8
65,2011-03-09,CHI,CHA,1,31:34,7,15,.467,4,6,.667,2,2,1.000,1,3,4,6,2,3,1,1,20,20.8,+10,W ,+17
66,2011-03-11,CHI,ATL,1,34:03,9,24,.375,2,9,.222,14,15,.933,2,4,6,5,1,0,3,2,34,23.7,+25,W ,+18
67,2011-03-12,CHI,UTA,1,37:47,7,17,.412,5,11,.455,7,8,.875,0,1,1,4,1,0,4,1,26,16.2,+11,W ,+18
68,2011-03-15,CHI,WAS,1,37:44,8,21,.381,2,7,.286,5,5,1.000,2,2,4,7,2,0,3,1,23,17.0,+22,W ,+19
69,2011-03-17,CHI,NJN,1,37:23,8,23,.348,0,5,.000,5,6,.833,2,2,4,2,2,2,1,0,21,13.5,+14,W ,+11
70,2011-03-18,CHI,IND,1,39:08,11,27,.407,2,8,.250,18,21,.857,2,2,4,2,0,1,4,6,42,24.0,-9,L ,-7
71,2011-03-21,CHI,SAC,1,28:06,6,11,.545,2,4,.500,4,4,1.000,0,0,0,8,1,0,2,3,18,16.1,+17,W ,+40
72,2011-03-22,CHI,ATL,1,28:50,11,20,.550,6,8,.750,2,3,.667,2,2,4,10,0,0,1,0,30,28.0,+26,W ,+33
73,2011-03-25,CHI,MEM,1,37:57,6,22,.273,0,5,.000,12,13,.923,3,4,7,7,0,0,4,1,24,14.4,+7,W ,+3
74,2011-03-26,CHI,MIL,1,40:09,9,17,.529,0,3,.000,12,12,1.000,1,2,3,17,0,0,2,1,30,32.5,+7,W ,+8
75,2011-03-28,CHI,PHI,1,41:58,12,24,.500,0,3,.000,7,9,.778,1,3,4,5,3,1,10,1,31,16.6,-6,L ,-12
76,2011-03-30,CHI,MIN,1,30:56,5,14,.357,4,9,.444,9,9,1.000,1,3,4,10,0,0,1,0,23,22.8,+21,W ,+17
77,2011-04-01,CHI,DET,1,37:44,8,17,.471,3,6,.500,8,11,.727,0,3,3,7,4,0,3,2,27,23.1,+1,W ,+5
78,2011-04-02,CHI,TOR,1,42:06,11,20,.550,1,4,.250,13,14,.929,2,1,3,10,1,3,4,3,36,32.6,+7,W ,+7
79,2011-04-05,CHI,PHO,1,34:57,6,15,.400,1,5,.200,6,6,1.000,0,3,3,4,0,1,2,1,19,12.9,0,W ,+3
80,2011-04-07,CHI,BOS,1,39:39,9,16,.563,2,5,.400,10,10,1.000,1,4,5,8,2,0,3,3,30,27.7,+24,W ,+16
81,2011-04-08,CHI,CLE,1,33:24,4,10,.400,0,2,.000,3,3,1.000,0,1,1,8,0,0,4,2,11,6.7,+3,W ,+11
82,2011-04-10,CHI,ORL,1,37:05,13,17,.765,3,5,.600,10,10,1.000,1,2,3,5,0,1,5,3,39,31.6,+6,W ,+3
84,2011-04-12,CHI,NYK,1,38:03,10,19,.526,2,6,.333,4,5,.800,0,0,0,3,2,1,4,3,26,15.9,+17,W ,+13
85,2011-04-13,CHI,NJN,1,30:15,5,13,.385,0,3,.000,5,8,.625,1,3,4,1,0,0,0,1,15,8.6,-5,W ,+5
